序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
696,002681,奋达科技,2025-02-17,2家机构买入，成功率43.74%,8.43,10.0522,250425300.51,362978384.6,112553084.09,475531468.69,2535841734.0,9.875430992098,18.752411174332,19.8473,13011152194.32,日涨幅偏离值达到7%的前5只证券,3.08422301,8.54092527,6.16844603,
697,002691,冀凯股份,2025-02-24,主力做T，成功率34.73%,10.92,-9.9753,1763543.7,35136945.3,33373401.6,68510346.9,432577252.0,0.407682949542,15.837713745521,11.4294,3668904930.6,日跌幅偏离值达到7%的前5只证券,-5.21978022,-5.12820513,,
698,002691,冀凯股份,2025-02-17,主力做T，成功率36.76%,13.15,6.3056,19727256.86,73051660.9,53324404.04,126376064.94,904081662.0,2.182021568313,13.978390476413,21.6416,4418141010.75,日振幅值达到15%的前5只证券,-2.05323194,-1.14068441,-16.9581749,
699,002691,冀凯股份,2025-02-14,1家机构卖出，成功率26.80%,12.37,-9.9709,-5243278.16,52638026.54,57881304.7,110519331.24,788458545.0,-0.665003657231,14.017139130631,18.6988,4156076372.85,日跌幅偏离值达到7%的前5只证券,6.30557801,4.12287793,-1.94017785,
700,002691,冀凯股份,2025-02-12,主力做T，成功率20.81%,12.49,10.0441,14483065.46,134161316.37,119678250.91,253839567.28,1482497448.0,0.976936957263,17.122428616822,16.0592,4196394009.45,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.00800641,-0.96076861,4.08326661,-17.05364291
701,002691,冀凯股份,2025-02-11,买一主买，成功率40.57%,11.35,9.9806,33964986.48,87827518.06,53862531.58,141690049.64,821208436.0,4.135976323555,17.253847309479,23.1992,3813376461.75,日振幅值达到15%的前5只证券,10.04405286,21.05726872,13.48017621,-8.81057269
702,002691,冀凯股份,2025-02-10,主力做T，成功率27.34%,10.32,-7.1942,-48731807.0,48930720.19,97662527.19,146593247.38,867817631.0,-5.615443298132,16.89217205821,23.6673,3467316747.6,日振幅值达到15%的前5只证券,9.98062016,21.02713178,27.42248062,5.81395349
703,002691,冀凯股份,2025-02-10,主力做T，成功率27.34%,10.32,-7.1942,-48731807.0,48930720.19,97662527.19,146593247.38,867817631.0,-5.615443298132,16.89217205821,23.6673,3467316747.6,日跌幅偏离值达到7%的前5只证券,9.98062016,21.02713178,27.42248062,5.81395349
704,002691,冀凯股份,2025-02-06,1家机构买入，成功率40.28%,10.11,10.0109,6637712.91,42648775.2,36011062.29,78659837.49,355529754.0,1.86699223773,22.1246848133,11.0092,3396760883.55,日振幅值达到15%的前5只证券,9.9901088,2.07715134,35.90504451,24.53016815
705,002691,冀凯股份,2025-02-05,买一主买，成功率40.11%,9.19,10.0599,84797926.13,187080790.58,102282864.45,289363655.03,1125556459.0,7.533866955491,25.708497580573,19.3367,3087659002.95,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.01088139,21.00108814,35.9085963,41.45810664
706,002691,冀凯股份,2025-02-05,普通席位买入，成功率38.53%,9.19,10.0599,-18595095.55,70282697.85,88877793.4,159160491.25,532065410.0,-3.49488901186,29.913707649216,19.3367,3087659002.95,日振幅值达到15%的前5只证券,10.01088139,21.00108814,35.9085963,41.45810664
707,002691,冀凯股份,2025-01-27,买一主买，成功率41.44%,8.35,10.0132,108733912.76,151037514.71,42303601.95,193341116.66,593491049.0,18.32107037557,32.576922092721,23.7842,2805435546.75,日振幅值达到15%的前5只证券,10.05988024,21.07784431,35.92814371,54.25149701
708,002691,冀凯股份,2025-01-23,主力做T，成功率36.83%,8.43,-7.7681,-62047779.6,63098732.1,125146511.7,188245243.8,872760676.0,-7.109369304352,21.568941976483,27.5066,2832313971.15,日振幅值达到15%的前5只证券,-9.96441281,-0.9489917,31.90984579,46.73784104
709,002691,冀凯股份,2025-01-22,普通席位买入，成功率41.66%,9.14,9.988,32841895.0,72437718.0,39595823.0,112033541.0,319357631.0,10.283735790863,35.080903076965,11.0274,3070859987.7,日振幅值达到15%的前5只证券,-7.76805252,-16.95842451,10.61269147,50.32822757
710,002691,冀凯股份,2025-01-21,主力做T，成功率29.71%,8.31,10.0662,20757437.92,83589391.12,62831953.2,146421344.32,701875773.0,2.957423338788,20.861433027408,18.7795,2791996334.55,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.98796631,1.44404332,10.58965102,50.30084236
711,002691,冀凯股份,2025-01-16,买一主买，成功率35.16%,6.24,10.0529,1801277.0,39467244.0,37665967.0,77133211.0,170498311.0,1.056477914318,45.239868094646,3.2224,2096517103.2,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.93589744,20.99358974,35.09615385,78.20512821
712,002692,远程股份,2025-01-24,主力做T，成功率18.96%,4.53,-8.4848,-108121688.52,99655778.28,207777466.8,307433245.08,1915678545.0,-5.644041313831,16.048268947962,11.116,3251928336.75,连续三个交易日内，跌幅偏离值累计达到20%的证券,-0.22075055,0.0,4.85651214,4.85651214
713,002692,远程股份,2025-01-22,主力做T，成功率28.24%,5.5,-9.5395,-107277887.29,58588678.4,165866565.69,224455244.09,1013960192.0,-10.58008865993,22.13649469288,23.1653,3948257362.5,日振幅值达到15%的前5只证券,-10.0,-17.63636364,-14.90909091,-14.72727273
714,002692,远程股份,2025-01-21,买一主买，成功率49.19%,6.08,9.9458,61202416.0,102368215.0,41165799.0,143534014.0,362659165.0,16.876015252503,39.578212231311,0.9273,4364619048.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.53947368,-18.58552632,-25.49342105,-20.88815789
715,002692,远程股份,2025-01-09,买一主买，成功率48.62%,4.68,10.1176,16462173.0,34491805.0,18029632.0,52521437.0,222027807.0,7.414464531463,23.655341963541,4.3725,3359608083.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-8.76068376,0.42735043,-2.35042735,5.76923077
716,002693,双成药业,2025-01-02,主力做T，成功率29.20%,20.16,9.9836,-30418140.47,272133686.53,302551827.0,574685513.53,2306006148.0,-1.319083233858,24.921248108051,16.8168,8293463055.36,连续三个交易日内，涨幅偏离值累计达到20%的证券,-10.01984127,-18.99801587,-20.23809524,-20.08928571
717,002698,博实股份,2025-01-10,1家机构买入，成功率40.99%,17.47,10.0126,77629404.0,191786829.0,114157425.0,305944254.0,1082218179.0,7.173175012799,28.270108554515,7.5252,14699858531.25,日涨幅偏离值达到7%的前5只证券,-3.94962793,3.77790498,2.06067544,6.81167716
718,002712,思美传媒,2025-01-17,主力做T，成功率38.16%,5.64,-10.0478,-19660541.28,80666854.72,100327396.0,180994250.72,657253233.0,-2.991319067426,27.537978001852,20.5342,3050710110.72,日跌幅偏离值达到7%的前5只证券,-0.88652482,-4.43262411,-2.12765957,6.38297872
719,002712,思美传媒,2025-01-16,普通席位买入，成功率54.92%,6.27,10.0,37322509.36,117289524.31,79967014.95,197256539.26,1037430841.0,3.597590112515,19.013945938783,25.908,3391480920.96,连续三个交易日内，涨幅偏离值累计达到20%的证券,-10.04784689,-10.84529506,-14.51355662,-8.29346093
720,002717,岭南股份,2025-02-18,1家机构买入，成功率19.80%,4.35,2.5943,-205375892.92,216579762.45,421955655.37,638535417.82,3107022643.0,-6.610054593027,20.551360295317,45.1577,6963293298.0,日换手率达到20%的前5只证券,-3.90804598,-9.1954023,-12.87356322,
721,002717,岭南股份,2025-02-17,3家机构买入，成功率42.72%,4.24,10.1299,173907280.0,259399498.0,85492218.0,344891716.0,1213583067.0,14.330068104024,28.419292043402,18.085,6787210019.2,日涨幅偏离值达到7%的前5只证券,2.59433962,-1.41509434,-6.60377358,
722,002717,岭南股份,2025-02-17,3家机构买入，成功率42.31%,4.24,10.1299,178012419.06,612529639.15,434517220.09,1047046859.24,5058986845.0,3.518736547733,20.696769754894,18.085,6787210019.2,连续三个交易日内，涨幅偏离值累计达到20%的证券,2.59433962,-1.41509434,-6.60377358,
723,002717,岭南股份,2025-02-14,西藏自治区资金买入，成功率18.06%,3.85,0.0,-121440854.24,164861639.95,286302494.19,451164134.14,2365073367.0,-5.134760550538,19.076115795608,37.2183,6162914758.0,日换手率达到20%的前5只证券,10.12987013,12.98701299,2.07792208,
724,002718,友邦吊顶,2025-02-10,普通席位卖出，成功率20.03%,14.58,-7.9545,-9493305.16,17793547.05,27286852.21,45080399.26,177881441.0,-5.336872192305,25.342946968818,18.6189,950733456.48,日跌幅偏离值达到7%的前5只证券,0.13717421,0.0,-3.49794239,-5.89849108
725,002718,友邦吊顶,2025-02-07,主力做T，成功率53.18%,15.84,-10.0,-35288159.06,27221351.34,62509510.4,89730861.74,228887373.0,-15.417258976536,39.203063307472,22.0071,1032895607.04,日跌幅偏离值达到7%的前5只证券,-7.95454545,-7.82828283,-11.61616162,-13.4469697
726,002718,友邦吊顶,2025-01-24,2家机构卖出，成功率47.04%,15.43,-9.9767,-7943342.86,30788723.74,38732066.6,69520790.34,230540066.0,-3.445536820485,30.155621773788,21.839,1006160304.08,日振幅值达到15%的前5只证券,9.98055736,8.48995463,-5.50874919,-8.8139987
727,002718,友邦吊顶,2025-01-24,2家机构卖出，成功率47.04%,15.43,-9.9767,-7943342.86,30788723.74,38732066.6,69520790.34,230540066.0,-3.445536820485,30.155621773788,21.839,1006160304.08,日跌幅偏离值达到7%的前5只证券,9.98055736,8.48995463,-5.50874919,-8.8139987
728,002718,友邦吊顶,2025-01-23,普通席位买入，成功率34.29%,17.14,10.0128,-3865997.66,37813042.5,41679040.16,79492082.66,225032472.0,-1.717973244324,35.324716452477,11.775,1117666079.84,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.97666278,-0.99183197,-7.58459743,-18.31971995
729,002729,好利科技,2025-01-24,1家机构卖出，成功率31.86%,15.54,-2.3256,-67128650.42,49013638.11,116142288.53,165155926.64,868021586.0,-7.733523163789,19.026707319696,31.0402,2726706068.94,日换手率达到20%的前5只证券,-4.11840412,-4.89060489,-0.57915058,-3.92535393
730,002729,好利科技,2025-01-22,普通席位卖出，成功率36.52%,14.46,-6.4683,-52330026.49,37977774.88,90307801.37,128285576.25,784907087.0,-6.667034526343,16.34404611383,29.7852,2537205261.06,日振幅值达到15%的前5只证券,10.02766252,7.46887967,4.0802213,2.35131397
731,002729,好利科技,2025-01-21,主力做T，成功率28.61%,15.49,10.0142,9479544.98000001,96076556.14,86597011.16,182673567.3,1002125406.0,0.945943982983,18.228613525441,27.3154,2717932883.39,连续三个交易日内，涨幅偏离值累计达到20%的证券,-6.46830706,2.91073545,-4.3984494,-0.45278324
732,002730,电光科技,2025-02-07,2家机构买入，成功率21.97%,22.08,2.9851,14726482.52,129606764.32,114880281.8,244487046.12,1753738570.0,0.839719372768,13.940906033674,23.6729,7640339750.4,日振幅值达到15%的前5只证券,0.09057971,0.58876812,-5.16304348,-9.46557971
733,002730,电光科技,2025-02-06,西藏自治区资金买入，成功率19.26%,21.44,3.3253,-7637802.40000002,128503170.71,136140973.11,264644143.82,1645450720.0,-0.464176915611,16.083383148661,22.8006,7418880627.2,日振幅值达到15%的前5只证券,2.98507463,3.07835821,5.17723881,-6.48320896
734,002730,电光科技,2025-02-05,1家机构卖出，成功率25.55%,20.75,-9.9783,-137479024.45,105828650.0,243307674.45,349136324.45,1599426147.0,-8.595521881887,21.828849372312,21.7159,7180120010.0,日跌幅偏离值达到7%的前5只证券,3.3253012,6.40963855,5.54216867,-4.3373494
735,002730,电光科技,2025-02-05,1家机构卖出，成功率14.94%,20.75,-9.9783,-15020531.2,292555257.0,307575788.2,600131045.2,4380875884.0,-0.342865938176,13.698882622807,21.7159,7180120010.0,连续三个交易日内，跌幅偏离值累计达到20%的证券,3.3253012,6.40963855,5.54216867,-4.3373494
736,002730,电光科技,2025-01-27,主力做T，成功率48.21%,23.05,-7.019,-9471989.0,189690094.0,199162083.0,388852177.0,2092237530.0,-0.452720537902,18.585469929889,25.0656,7975988734.0,日振幅值达到15%的前5只证券,-9.97830803,-6.98481562,-3.64425163,-17.31019523
737,002730,电光科技,2025-01-24,主力做T，成功率29.82%,24.79,-9.9855,-12050804.65,81621741.0,93672545.65,175294286.65,689212207.0,-1.748489728941,25.43400782366,8.03,8578080725.2,日跌幅偏离值达到7%的前5只证券,-7.01895926,-16.29689391,-10.85114966,-18.51553046
738,002730,电光科技,2025-01-23,普通席位买入，成功率33.96%,27.54,9.984,-7256323.89000002,175126936.95,182383260.84,357510197.79,2944332150.0,-0.246450587784,12.142318854549,31.5863,9529662895.2,日涨幅偏离值达到7%的前5只证券,-9.98547567,-16.30355846,-19.82570806,-23.96514161
739,002730,电光科技,2025-01-22,西藏自治区资金买入，成功率30.10%,25.04,10.0176,16327238.52,245490585.29,229163346.77,474653932.06,3960283397.0,0.412274498647,11.985352675002,20.5039,8664588195.2,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.98402556,-0.99840256,-14.37699681,-9.94408946
740,002730,电光科技,2025-01-22,主力做T，成功率26.71%,25.04,10.0176,20372071.73,120186695.68,99814623.95,220001319.63,1682176738.0,1.211054181752,13.078371294777,20.5039,8664588195.2,日涨幅偏离值达到7%的前5只证券,9.98402556,-0.99840256,-14.37699681,-9.94408946
741,002730,电光科技,2025-01-21,西藏自治区资金买入，成功率30.25%,22.76,10.0048,-73944347.0,126699945.66,200644292.66,327344238.32,2278106660.0,-3.245868523118,14.369135741871,31.1543,7875640068.8,日振幅值达到15%的前5只证券,10.01757469,21.00175747,-8.83128295,-3.77855888
742,002730,电光科技,2025-01-21,西藏自治区资金买入，成功率30.25%,22.76,10.0048,-73944347.0,126699945.66,200644292.66,327344238.32,2278106660.0,-3.245868523118,14.369135741871,31.1543,7875640068.8,日涨幅偏离值达到7%的前5只证券,10.01757469,21.00175747,-8.83128295,-3.77855888
743,002730,电光科技,2025-01-17,主力做T，成功率34.74%,18.81,10.0,41907319.18,210760539.98,168853220.8,379613760.78,3437252197.0,1.21920990309,11.044105553597,12.9974,6508822042.8,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.99468368,20.99946837,31.79160021,17.49069644
744,002730,电光科技,2025-01-14,西藏自治区资金买入，成功率6.58%,14.81,6.3173,-5916328.93,66170518.07,72086847.0,138257365.07,1091688323.0,-0.541943044123,12.664545562791,22.5038,5124702522.8,日振幅值达到15%的前5只证券,9.99324781,15.46252532,53.67994598,40.10803511
745,002730,电光科技,2025-01-10,主力做T，成功率31.89%,15.48,-9.2614,-8496536.62000001,88449513.36,96946049.98,185395563.34,1696113293.0,-0.5009415736,10.930612011895,29.2496,5356542542.4,日振幅值达到15%的前5只证券,-10.0129199,-4.32816537,21.51162791,60.14211886
746,002730,电光科技,2025-01-09,西藏自治区资金买入,17.06,9.9936,-29656645.39,153818716.38,183475361.77,337294078.15,2960868202.0,-1.001619908984,11.391728882838,29.4949,5903269752.8,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.26143025,-18.34701055,0.23446659,61.43024619
747,002730,电光科技,2025-01-06,西藏自治区资金卖出，成功率32.83%,15.03,-9.0744,9249563.16,131827320.36,122577757.2,254405077.56,1766226487.0,0.523690660744,14.403876254405,31.3086,5200829096.4,日振幅值达到15%的前5只证券,-6.18762475,3.19361277,-7.31869594,37.6580173
748,002730,电光科技,2025-01-03,西藏自治区资金买入，成功率31.59%,16.53,9.98,-292652108.83,91833398.31,384485507.14,476318905.45,1828958976.0,-16.001020945262,26.04317055223,33.1489,5719873916.4,日涨幅偏离值达到7%的前5只证券,-9.07441016,-14.70054446,-6.35208711,13.79310345
749,002730,电光科技,2025-01-02,买一主买，成功率35.42%,15.03,10.0293,123705726.74,226650485.74,102944759.0,329595244.74,909137927.0,13.606926195259,36.253601895986,19.2456,5200829096.4,日振幅值达到15%的前5只证券,9.98003992,0.0,13.50632069,13.77245509
750,002730,电光科技,2025-01-02,1家机构买入，成功率36.82%,15.03,10.0293,113896048.39,276040303.3,162144254.91,438184558.21,2186211090.0,5.209746163624,20.043103807053,19.2456,5200829096.4,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.98003992,0.0,13.50632069,13.77245509
751,002730,电光科技,2025-01-02,主力做T，成功率5.43%,15.03,10.0293,0.0,6427489945.89,6427489945.89,12854979891.78,6427490000.0,0.0,199.999998316295,19.2456,5200829096.4,严重异常期间4次出现正向异常波动的证券,9.98003992,0.0,13.50632069,13.77245509
752,002733,雄韬股份,2025-01-13,1家机构卖出，成功率38.74%,18.44,-10.0049,33154865.28,172500793.88,139345928.6,311846722.48,1355358911.0,2.446205577793,23.008423816679,19.833,6801829275.96,日跌幅偏离值达到7%的前5只证券,2.06073753,-2.49457701,3.47071584,-11.87635575
753,002733,雄韬股份,2025-01-10,1家机构卖出，成功率30.70%,20.49,-10.0132,-46632429.91,159538319.07,206170748.98,365709068.05,1880630274.0,-2.479617102559,19.446090659391,23.6252,7557997931.91,日跌幅偏离值达到7%的前5只证券,-10.00488043,-8.15031723,-9.90727184,-11.90824793
754,002733,雄韬股份,2025-01-08,1家机构买入，成功率34.27%,20.7,9.9894,58943137.63,229241905.25,170298767.62,399540672.87,2021800231.0,2.915378914605,19.761629598409,2.0076,7635459111.3,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.0,-1.01449275,-13.14009662,-8.11594203
755,002733,雄韬股份,2025-01-06,2家机构买入，成功率37.35%,17.11,10.0322,16000404.17,112991862.75,96991458.58,209983321.33,1152002087.0,1.388921456876,18.227685843593,20.1686,6311241806.49,日涨幅偏离值达到7%的前5只证券,9.99415546,20.98188194,7.77323203,11.51373466
756,002733,雄韬股份,2025-01-03,1家机构买入，成功率16.51%,15.55,9.9717,9207082.33000001,198787647.72,189580565.39,388368213.11,2282141072.0,0.403440542873,17.017712790632,18.9033,5735815902.45,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.03215434,21.02893891,31.76848875,18.71382637
757,002739,万达电影,2025-02-17,1家机构卖出，成功率32.43%,11.94,-10.0226,39151898.15,286373371.61,247221473.46,533594845.07,1845236477.0,2.121782147601,28.917423415427,7.3225,24361195050.42,日跌幅偏离值达到7%的前5只证券,-2.51256281,-2.42881072,-4.27135678,
758,002747,埃斯顿,2025-01-27,2家机构卖出，成功率24.75%,18.15,-10.0149,-98424402.0,134316768.0,232741170.0,367057938.0,1152990527.0,-8.536444983299,31.835295208804,7.9164,14246705521.95,日跌幅偏离值达到7%的前5只证券,5.23415978,11.79063361,13.05785124,15.31680441
759,002750,*ST龙津,2025-02-11,西藏自治区资金买入，成功率7.92%,1.62,5.1948,-5333786.74,7692751.0,13026537.74,20719288.74,56706229.0,-9.405997954828,36.537941431443,3.4336,645952645.62,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-4.9382716,0.0,-6.17283951,-9.87654321
760,002750,*ST龙津,2025-01-24,西藏自治区资金卖出，成功率46.00%,1.46,-5.1948,-1223558.0,1285130.0,2508688.0,3793818.0,6919038.0,-17.683932361695,54.831582078318,0.4119,582154853.46,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-4.10958904,-8.90410959,5.47945205,0.68493151
761,002750,*ST龙津,2025-01-14,主力做T，成功率54.67%,1.73,-0.5747,1800747.0,7485524.0,5684777.0,13170301.0,63935004.0,2.816527547257,20.599515407866,3.9553,689813627.73,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.20231214,6.93641618,-1.15606936,-23.12138728
762,002750,*ST龙津,2025-01-07,普通席位卖出，成功率43.33%,1.79,-4.7872,-261490.0,4036493.0,4297983.0,8334476.0,9088480.0,-2.877158776825,91.703739239125,0.6464,713737799.79,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.02793296,7.82122905,-3.35195531,-4.46927374
763,002757,南兴股份,2025-02-18,买一主买，成功率26.38%,23.01,9.9904,169402846.23,337670208.3,168267362.07,505937570.37,1874279975.0,9.038289289198,26.993703028279,30.1698,6490060722.21,日振幅值达到15%的前5只证券,-2.6510213,-6.77966102,1.2603216,
764,002757,南兴股份,2025-02-18,西藏自治区资金买入，成功率34.54%,23.01,9.9904,255320134.56,510031763.88,254711629.32,764743393.2,3657028014.0,6.98162916944,20.911608832975,30.1698,6490060722.21,连续三个交易日内，涨幅偏离值累计达到20%的证券,-2.6510213,-6.77966102,1.2603216,
765,002757,南兴股份,2025-02-18,买一主买，成功率26.38%,23.01,9.9904,169402846.23,337670208.3,168267362.07,505937570.37,1874279975.0,9.038289289198,26.993703028279,30.1698,6490060722.21,日涨幅偏离值达到7%的前5只证券,-2.6510213,-6.77966102,1.2603216,
766,002757,南兴股份,2025-02-17,2家机构买入，成功率36.34%,20.92,9.9895,141699901.75,252836365.0,111136463.25,363972828.25,1782748039.0,7.948397566573,20.416392013207,30.8167,5900568027.32,日涨幅偏离值达到7%的前5只证券,9.99043977,7.07456979,17.25621415,
767,002757,南兴股份,2025-02-17,2家机构买入，成功率36.34%,20.92,9.9895,141699901.75,252836365.0,111136463.25,363972828.25,1782748039.0,7.948397566573,20.416392013207,30.8167,5900568027.32,日换手率达到20%的前5只证券,9.99043977,7.07456979,17.25621415,
768,002757,南兴股份,2025-02-05,2家机构买入，成功率30.15%,17.54,0.2859,675873.200000003,116336552.0,115660678.8,231997230.8,1433955398.0,0.047133488318,16.178831721236,29.4599,4947225774.34,日振幅值达到15%的前5只证券,-1.42531357,3.47776511,2.56556442,27.70809578
769,002757,南兴股份,2025-02-05,2家机构买入，成功率30.15%,17.54,0.2859,675873.200000003,116336552.0,115660678.8,231997230.8,1433955398.0,0.047133488318,16.178831721236,29.4599,4947225774.34,日换手率达到20%的前5只证券,-1.42531357,3.47776511,2.56556442,27.70809578
770,002757,南兴股份,2025-01-27,西藏自治区资金买入，成功率34.07%,17.49,3.1858,-48328961.24,119148364.0,167477325.24,286625689.24,1876506415.0,-2.575475407581,15.274431621914,37.1804,4933123078.29,日换手率达到20%的前5只证券,0.28587764,-1.14351058,0.91480846,31.56089194
771,002757,南兴股份,2025-01-24,1家机构买入，成功率42.24%,16.95,9.9935,99862048.25,179617526.0,79755477.75,259373003.75,1051678318.0,9.495493682889,24.662769908888,10.2106,4780813960.95,连续三个交易日内，涨幅偏离值累计达到20%的证券,3.18584071,3.48082596,7.49262537,23.42182891
772,002765,蓝黛科技,2025-02-26,4家机构买入，成功率38.07%,13.86,2.439,3347689.45999998,382802952.9,379455263.44,762258216.34,2919901160.0,0.114650780165,26.105617093559,34.7565,8258777465.4,日换手率达到20%的前5只证券,,,,
773,002765,蓝黛科技,2025-02-25,3家机构买入，成功率31.81%,13.53,9.9106,95801306.4,472573475.8,376772169.4,849345645.2,3803862559.0,2.51852702126,22.328505092552,35.6923,8062139906.7,连续三个交易日内，涨幅偏离值累计达到20%的证券,2.43902439,,,
774,002767,先锋电子,2025-01-24,主力做T，成功率11.06%,14.14,-8.833,-56688355.66,58712828.49,115401184.15,174114012.64,1182926803.0,-4.792211615819,14.718916859305,16.2363,1840778018.94,连续三个交易日内，跌幅偏离值累计达到20%的证券,-2.33380481,0.28288543,5.30410184,7.14285714
775,002767,先锋电子,2025-01-22,1家机构卖出，成功率30.65%,17.23,-9.9791,-16693997.31,41204388.69,57898386.0,99102774.69,491316115.0,-3.397811877186,20.170878109707,20.6023,2243041390.83,日跌幅偏离值达到7%的前5只证券,-9.98258851,-17.93383633,-15.84445734,-12.53627394
776,002767,先锋电子,2025-01-17,1家机构买入，成功率45.09%,15.82,10.0139,53478577.0,89744706.0,36266129.0,126010835.0,355924211.0,15.025270927692,35.403839105511,14.6824,2059484318.22,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.98735777,20.98609355,-10.61946903,-5.87863464
777,002779,中坚科技,2025-02-24,3家机构卖出，成功率50.56%,133.25,-9.9966,73809574.96,251929817.5,178120242.54,430050060.04,1304955255.0,5.656100059921,32.955157534501,7.8623,15781400456.25,日跌幅偏离值达到7%的前5只证券,2.00375235,3.42964353,,
778,002779,中坚科技,2025-02-19,5家机构买入，成功率35.95%,125.02,9.7533,38721567.02,282862203.7,244140636.68,527002840.38,1933916092.0,2.002236145621,27.250553556074,4.3694,14806684315.5,连续三个交易日内，涨幅偏离值累计达到20%的证券,7.65477524,18.42105263,10.23836186,
779,002779,中坚科技,2025-02-17,5家机构买入，成功率41.79%,111.89,8.6311,22019448.28,96357202.28,74337754.0,170694956.28,649501666.0,3.390206589555,26.28091123018,5.1738,13251639002.25,日振幅值达到15%的前5只证券,1.80534453,11.73473948,19.09017785,
780,002779,中坚科技,2025-01-10,3家机构买入，成功率33.91%,78.68,2.9169,147660666.86,502365693.86,354705027.0,857070720.86,3174114537.0,4.652027050025,27.00188385987,12.1904,9318428427.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-5.56685308,0.91509914,2.31316726,25.06354855
781,002789,建艺集团,2025-01-23,3家机构卖出，成功率43.42%,6.64,-9.5368,861884.800000001,27810097.0,26948212.2,54758309.2,240560653.0,0.358281701206,22.762787063103,17.3191,873025779.04,连续三个交易日内，跌幅偏离值累计达到20%的证券,-0.45180723,0.0,11.59638554,10.69277108
782,002793,罗欣药业,2025-01-06,主力做T，成功率17.94%,4.59,10.0719,-47948961.63,63159426.32,111108387.95,174267814.27,879115834.0,-5.454225686259,19.823077634386,10.8753,4984459752.96,连续三个交易日内，涨幅偏离值累计达到20%的证券,-7.18954248,-6.97167756,-20.04357298,-16.33986928
783,002799,环球印务,2025-01-21,1家机构卖出，成功率34.88%,8.9,-1.3304,-16062686.85,51146618.0,67209304.85,118355922.85,475912365.0,-3.375135430659,24.869268284299,16.1712,2848318620.0,日振幅值达到15%的前5只证券,-10.0,-13.48314607,-10.56179775,-5.73033708
784,002808,ST恒久,2025-02-06,1家机构买入，成功率16.18%,2.8,4.8689,-4942889.6,12556001.88,17498891.48,30054893.36,84259098.0,-5.866297785433,35.669612034062,5.437,521874396.4,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,4.28571429,9.64285714,14.28571429,13.21428571
785,002808,ST恒久,2025-01-21,主力做T，成功率40.75%,2.63,-5.0542,-5258644.6,8830210.32,14088854.92,22919065.24,48703281.0,-10.797310760234,47.058565191943,3.6582,490189165.19,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-3.42205323,-5.70342205,1.52091255,20.53231939
786,002808,ST恒久,2025-01-14,主力做T，成功率35.57%,3.08,-2.8391,-4773124.24,4042794.0,8815918.24,12858712.24,26279121.0,-18.163180724348,48.931287465817,4.6233,574061836.04,日跌幅偏离值达到7%的前5只证券,-2.5974026,-3.8961039,-14.61038961,-13.31168831
787,002808,ST恒久,2025-01-14,主力做T，成功率40.97%,3.08,-2.8391,-4877864.24,4635925.0,9513789.24,14149714.24,34543514.0,-14.120926550785,40.962000102248,4.6233,574061836.04,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-2.5974026,-3.8961039,-14.61038961,-13.31168831
788,002808,ST恒久,2025-01-09,1家机构买入，成功率34.02%,3.27,5.1447,-714923.88,7470720.12,8185644.0,15656364.12,26186663.0,-2.730106848666,59.787549562921,1.4831,609474741.51,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2.14067278,-3.05810398,-9.48012232,-24.15902141
789,002811,郑中设计,2025-01-10,1家机构买入，成功率26.07%,10.57,9.9896,-27457832.78,53071198.5,80529031.28,133600229.78,320020662.0,-8.580018742665,41.747376230351,8.2182,2630071952.55,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.1769158,-7.85241249,-2.743614,-1.04068117
