序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
384,002640,跨境通,2025-01-03,1家机构买入，成功率25.88%,4.41,4.5024,-65771522.52,104475882.0,170247404.52,274723286.52,1744251116.0,-3.770759950599,15.75021417501,29.3603,6292620016.83,日振幅值达到15%的前5只证券,4.53514739,4.30839002,1.81405896,17.46031746
385,002640,跨境通,2025-01-02,1家机构买入，成功率39.52%,4.22,9.8958,18450537.2,149816768.2,131366231.0,281182999.2,1581115368.0,1.166931747893,17.78383822527,26.799,6021509403.86,日涨幅偏离值达到7%的前5只证券,4.50236967,9.24170616,13.27014218,33.17535545
386,002647,*ST仁东,2025-01-07,主力做T，成功率43.62%,5.09,-5.0373,83713.0,2629931.0,2546218.0,5176149.0,6853260.0,1.221506261254,75.528274135229,0.0671,2850077548.5,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-4.91159136,-9.62671906,-5.30451866,-4.51866405
387,002656,*ST摩登,2025-01-21,普通席位买入，成功率65.71%,1.77,4.7337,348202.0,4118532.0,3770330.0,7888862.0,9534006.0,3.652210833515,82.744462296332,0.2914,1078739872.35,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.08474576,10.16949153,15.25423729,24.85875706
388,002656,*ST摩登,2025-01-16,普通席位买入，成功率62.39%,1.53,4.7945,1930927.0,4265908.0,2334981.0,6600889.0,10125732.0,19.069505296012,65.189252490585,0.0922,932470059.15,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.22875817,10.45751634,27.45098039,47.05882353
389,002660,茂硕电源,2025-01-13,2家机构卖出，成功率20.47%,9.48,-9.9715,-84316604.0,36583404.0,120900008.0,157483412.0,647663353.0,-13.01858498083,24.315628060555,24.9959,2437165221.72,日振幅值达到15%的前5只证券,10.02109705,7.17299578,16.35021097,11.1814346
390,002666,德联集团,2025-01-21,1家机构卖出，成功率33.76%,4.83,-10.0559,-37973873.15,40156727.0,78130600.15,118287327.15,527692186.0,-7.196216687961,22.415970955841,23.2738,2178272276.67,日跌幅偏离值达到7%的前5只证券,-7.03933747,2.27743271,-2.89855072,-1.44927536
391,002691,冀凯股份,2025-01-27,买一主买，成功率41.44%,8.35,10.0132,108733912.76,151037514.71,42303601.95,193341116.66,593491049.0,18.32107037557,32.576922092721,23.7842,2805435546.75,日振幅值达到15%的前5只证券,10.05988024,21.07784431,35.92814371,54.25149701
392,002691,冀凯股份,2025-01-23,主力做T，成功率36.83%,8.43,-7.7681,-62047779.6,63098732.1,125146511.7,188245243.8,872760676.0,-7.109369304352,21.568941976483,27.5066,2832313971.15,日振幅值达到15%的前5只证券,-9.96441281,-0.9489917,31.90984579,46.73784104
393,002691,冀凯股份,2025-01-22,普通席位买入，成功率41.66%,9.14,9.988,32841895.0,72437718.0,39595823.0,112033541.0,319357631.0,10.283735790863,35.080903076965,11.0274,3070859987.7,日振幅值达到15%的前5只证券,-7.76805252,-16.95842451,10.61269147,50.32822757
394,002691,冀凯股份,2025-01-21,主力做T，成功率29.71%,8.31,10.0662,20757437.92,83589391.12,62831953.2,146421344.32,701875773.0,2.957423338788,20.861433027408,18.7795,2791996334.55,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.98796631,1.44404332,10.58965102,50.30084236
395,002691,冀凯股份,2025-01-16,买一主买，成功率35.16%,6.24,10.0529,1801277.0,39467244.0,37665967.0,77133211.0,170498311.0,1.056477914318,45.239868094646,3.2224,2096517103.2,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.93589744,20.99358974,35.09615385,78.20512821
396,002692,远程股份,2025-01-24,主力做T，成功率18.96%,4.53,-8.4848,-108121688.52,99655778.28,207777466.8,307433245.08,1915678545.0,-5.644041313831,16.048268947962,11.116,3251928336.75,连续三个交易日内，跌幅偏离值累计达到20%的证券,-0.22075055,0.0,4.85651214,4.85651214
397,002692,远程股份,2025-01-22,主力做T，成功率28.24%,5.5,-9.5395,-107277887.29,58588678.4,165866565.69,224455244.09,1013960192.0,-10.58008865993,22.13649469288,23.1653,3948257362.5,日振幅值达到15%的前5只证券,-10.0,-17.63636364,-14.90909091,-14.72727273
398,002692,远程股份,2025-01-21,买一主买，成功率49.19%,6.08,9.9458,61202416.0,102368215.0,41165799.0,143534014.0,362659165.0,16.876015252503,39.578212231311,0.9273,4364619048.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.53947368,-18.58552632,-25.49342105,-20.88815789
399,002692,远程股份,2025-01-09,买一主买，成功率48.62%,4.68,10.1176,16462173.0,34491805.0,18029632.0,52521437.0,222027807.0,7.414464531463,23.655341963541,4.3725,3359608083.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-8.76068376,0.42735043,-2.35042735,5.76923077
400,002693,双成药业,2025-01-02,主力做T，成功率29.20%,20.16,9.9836,-30418140.47,272133686.53,302551827.0,574685513.53,2306006148.0,-1.319083233858,24.921248108051,16.8168,8293463055.36,连续三个交易日内，涨幅偏离值累计达到20%的证券,-10.01984127,-18.99801587,-20.23809524,-20.08928571
401,002698,博实股份,2025-01-10,1家机构买入，成功率40.99%,17.47,10.0126,77629404.0,191786829.0,114157425.0,305944254.0,1082218179.0,7.173175012799,28.270108554515,7.5252,14699858531.25,日涨幅偏离值达到7%的前5只证券,-3.94962793,3.77790498,2.06067544,6.81167716
402,002712,思美传媒,2025-01-17,主力做T，成功率38.16%,5.64,-10.0478,-19660541.28,80666854.72,100327396.0,180994250.72,657253233.0,-2.991319067426,27.537978001852,20.5342,3050710110.72,日跌幅偏离值达到7%的前5只证券,-0.88652482,-4.43262411,-2.12765957,6.38297872
403,002712,思美传媒,2025-01-16,普通席位买入，成功率54.92%,6.27,10.0,37322509.36,117289524.31,79967014.95,197256539.26,1037430841.0,3.597590112515,19.013945938783,25.908,3391480920.96,连续三个交易日内，涨幅偏离值累计达到20%的证券,-10.04784689,-10.84529506,-14.51355662,-8.29346093
404,002718,友邦吊顶,2025-01-24,2家机构卖出，成功率47.04%,15.43,-9.9767,-7943342.86,30788723.74,38732066.6,69520790.34,230540066.0,-3.445536820485,30.155621773788,21.839,1006160304.08,日振幅值达到15%的前5只证券,9.98055736,8.48995463,-5.50874919,-8.8139987
405,002718,友邦吊顶,2025-01-24,2家机构卖出，成功率47.04%,15.43,-9.9767,-7943342.86,30788723.74,38732066.6,69520790.34,230540066.0,-3.445536820485,30.155621773788,21.839,1006160304.08,日跌幅偏离值达到7%的前5只证券,9.98055736,8.48995463,-5.50874919,-8.8139987
406,002718,友邦吊顶,2025-01-23,普通席位买入，成功率34.29%,17.14,10.0128,-3865997.66,37813042.5,41679040.16,79492082.66,225032472.0,-1.717973244324,35.324716452477,11.775,1117666079.84,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.97666278,-0.99183197,-7.58459743,-18.31971995
407,002729,好利科技,2025-01-24,1家机构卖出，成功率31.86%,15.54,-2.3256,-67128650.42,49013638.11,116142288.53,165155926.64,868021586.0,-7.733523163789,19.026707319696,31.0402,2726706068.94,日换手率达到20%的前5只证券,-4.11840412,-4.89060489,-0.57915058,-3.92535393
408,002729,好利科技,2025-01-22,普通席位卖出，成功率36.52%,14.46,-6.4683,-52330026.49,37977774.88,90307801.37,128285576.25,784907087.0,-6.667034526343,16.34404611383,29.7852,2537205261.06,日振幅值达到15%的前5只证券,10.02766252,7.46887967,4.0802213,2.35131397
409,002729,好利科技,2025-01-21,主力做T，成功率28.61%,15.49,10.0142,9479544.98000001,96076556.14,86597011.16,182673567.3,1002125406.0,0.945943982983,18.228613525441,27.3154,2717932883.39,连续三个交易日内，涨幅偏离值累计达到20%的证券,-6.46830706,2.91073545,-4.3984494,-0.45278324
410,002730,电光科技,2025-01-27,主力做T，成功率48.21%,23.05,-7.019,-9471989.0,189690094.0,199162083.0,388852177.0,2092237530.0,-0.452720537902,18.585469929889,25.0656,7975988734.0,日振幅值达到15%的前5只证券,-9.97830803,-6.98481562,-3.64425163,-17.31019523
411,002730,电光科技,2025-01-24,主力做T，成功率29.82%,24.79,-9.9855,-12050804.65,81621741.0,93672545.65,175294286.65,689212207.0,-1.748489728941,25.43400782366,8.03,8578080725.2,日跌幅偏离值达到7%的前5只证券,-7.01895926,-16.29689391,-10.85114966,-18.51553046
412,002730,电光科技,2025-01-23,普通席位买入，成功率33.96%,27.54,9.984,-7256323.89000002,175126936.95,182383260.84,357510197.79,2944332150.0,-0.246450587784,12.142318854549,31.5863,9529662895.2,日涨幅偏离值达到7%的前5只证券,-9.98547567,-16.30355846,-19.82570806,-23.96514161
413,002730,电光科技,2025-01-22,西藏自治区资金买入，成功率30.10%,25.04,10.0176,16327238.52,245490585.29,229163346.77,474653932.06,3960283397.0,0.412274498647,11.985352675002,20.5039,8664588195.2,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.98402556,-0.99840256,-14.37699681,-9.94408946
414,002730,电光科技,2025-01-22,主力做T，成功率26.71%,25.04,10.0176,20372071.73,120186695.68,99814623.95,220001319.63,1682176738.0,1.211054181752,13.078371294777,20.5039,8664588195.2,日涨幅偏离值达到7%的前5只证券,9.98402556,-0.99840256,-14.37699681,-9.94408946
415,002730,电光科技,2025-01-21,西藏自治区资金买入，成功率30.25%,22.76,10.0048,-73944347.0,126699945.66,200644292.66,327344238.32,2278106660.0,-3.245868523118,14.369135741871,31.1543,7875640068.8,日涨幅偏离值达到7%的前5只证券,10.01757469,21.00175747,-8.83128295,-3.77855888
416,002730,电光科技,2025-01-21,西藏自治区资金买入，成功率30.25%,22.76,10.0048,-73944347.0,126699945.66,200644292.66,327344238.32,2278106660.0,-3.245868523118,14.369135741871,31.1543,7875640068.8,日振幅值达到15%的前5只证券,10.01757469,21.00175747,-8.83128295,-3.77855888
417,002730,电光科技,2025-01-17,主力做T，成功率34.74%,18.81,10.0,41907319.18,210760539.98,168853220.8,379613760.78,3437252197.0,1.21920990309,11.044105553597,12.9974,6508822042.8,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.99468368,20.99946837,31.79160021,17.49069644
418,002730,电光科技,2025-01-14,西藏自治区资金买入，成功率6.58%,14.81,6.3173,-5916328.93,66170518.07,72086847.0,138257365.07,1091688323.0,-0.541943044123,12.664545562791,22.5038,5124702522.8,日振幅值达到15%的前5只证券,9.99324781,15.46252532,53.67994598,40.10803511
419,002730,电光科技,2025-01-10,主力做T，成功率31.89%,15.48,-9.2614,-8496536.62000001,88449513.36,96946049.98,185395563.34,1696113293.0,-0.5009415736,10.930612011895,29.2496,5356542542.4,日振幅值达到15%的前5只证券,-10.0129199,-4.32816537,21.51162791,60.14211886
420,002730,电光科技,2025-01-09,西藏自治区资金买入,17.06,9.9936,-29656645.39,153818716.38,183475361.77,337294078.15,2960868202.0,-1.001619908984,11.391728882838,29.4949,5903269752.8,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.26143025,-18.34701055,0.23446659,61.43024619
421,002730,电光科技,2025-01-06,西藏自治区资金卖出，成功率32.83%,15.03,-9.0744,9249563.16,131827320.36,122577757.2,254405077.56,1766226487.0,0.523690660744,14.403876254405,31.3086,5200829096.4,日振幅值达到15%的前5只证券,-6.18762475,3.19361277,-7.31869594,37.6580173
422,002730,电光科技,2025-01-03,西藏自治区资金买入，成功率31.59%,16.53,9.98,-292652108.83,91833398.31,384485507.14,476318905.45,1828958976.0,-16.001020945262,26.04317055223,33.1489,5719873916.4,日涨幅偏离值达到7%的前5只证券,-9.07441016,-14.70054446,-6.35208711,13.79310345
423,002730,电光科技,2025-01-02,买一主买，成功率35.42%,15.03,10.0293,123705726.74,226650485.74,102944759.0,329595244.74,909137927.0,13.606926195259,36.253601895986,19.2456,5200829096.4,日振幅值达到15%的前5只证券,9.98003992,0.0,13.50632069,13.77245509
424,002730,电光科技,2025-01-02,1家机构买入，成功率36.82%,15.03,10.0293,113896048.39,276040303.3,162144254.91,438184558.21,2186211090.0,5.209746163624,20.043103807053,19.2456,5200829096.4,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.98003992,0.0,13.50632069,13.77245509
425,002730,电光科技,2025-01-02,主力做T，成功率5.43%,15.03,10.0293,0.0,6427489945.89,6427489945.89,12854979891.78,6427490000.0,0.0,199.999998316295,19.2456,5200829096.4,严重异常期间4次出现正向异常波动的证券,9.98003992,0.0,13.50632069,13.77245509
426,002733,雄韬股份,2025-01-13,1家机构卖出，成功率38.74%,18.44,-10.0049,33154865.28,172500793.88,139345928.6,311846722.48,1355358911.0,2.446205577793,23.008423816679,19.833,6801829275.96,日跌幅偏离值达到7%的前5只证券,2.06073753,-2.49457701,3.47071584,-11.87635575
427,002733,雄韬股份,2025-01-10,1家机构卖出，成功率30.70%,20.49,-10.0132,-46632429.91,159538319.07,206170748.98,365709068.05,1880630274.0,-2.479617102559,19.446090659391,23.6252,7557997931.91,日跌幅偏离值达到7%的前5只证券,-10.00488043,-8.15031723,-9.90727184,-11.90824793
428,002733,雄韬股份,2025-01-08,1家机构买入，成功率34.27%,20.7,9.9894,58943137.63,229241905.25,170298767.62,399540672.87,2021800231.0,2.915378914605,19.761629598409,2.0076,7635459111.3,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.0,-1.01449275,-13.14009662,-8.11594203
429,002733,雄韬股份,2025-01-06,2家机构买入，成功率37.35%,17.11,10.0322,16000404.17,112991862.75,96991458.58,209983321.33,1152002087.0,1.388921456876,18.227685843593,20.1686,6311241806.49,日涨幅偏离值达到7%的前5只证券,9.99415546,20.98188194,7.77323203,11.51373466
430,002733,雄韬股份,2025-01-03,1家机构买入，成功率16.51%,15.55,9.9717,9207082.33000001,198787647.72,189580565.39,388368213.11,2282141072.0,0.403440542873,17.017712790632,18.9033,5735815902.45,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.03215434,21.02893891,31.76848875,18.71382637
431,002747,埃斯顿,2025-01-27,2家机构卖出，成功率24.75%,18.15,-10.0149,-98424402.0,134316768.0,232741170.0,367057938.0,1152990527.0,-8.536444983299,31.835295208804,7.9164,14246705521.95,日跌幅偏离值达到7%的前5只证券,5.23415978,11.79063361,13.05785124,15.31680441
432,002750,*ST龙津,2025-01-24,西藏自治区资金卖出，成功率46.00%,1.46,-5.1948,-1223558.0,1285130.0,2508688.0,3793818.0,6919038.0,-17.683932361695,54.831582078318,0.4119,582154853.46,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-4.10958904,-8.90410959,5.47945205,0.68493151
433,002750,*ST龙津,2025-01-14,主力做T，成功率54.67%,1.73,-0.5747,1800747.0,7485524.0,5684777.0,13170301.0,63935004.0,2.816527547257,20.599515407866,3.9553,689813627.73,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.20231214,6.93641618,-1.15606936,-23.12138728
434,002750,*ST龙津,2025-01-07,普通席位卖出，成功率43.33%,1.79,-4.7872,-261490.0,4036493.0,4297983.0,8334476.0,9088480.0,-2.877158776825,91.703739239125,0.6464,713737799.79,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.02793296,7.82122905,-3.35195531,-4.46927374
435,002757,南兴股份,2025-01-27,西藏自治区资金买入，成功率34.07%,17.49,3.1858,-48328961.24,119148364.0,167477325.24,286625689.24,1876506415.0,-2.575475407581,15.274431621914,37.1804,4933123078.29,日换手率达到20%的前5只证券,0.28587764,-1.14351058,0.91480846,31.56089194
436,002757,南兴股份,2025-01-24,1家机构买入，成功率42.24%,16.95,9.9935,99862048.25,179617526.0,79755477.75,259373003.75,1051678318.0,9.495493682889,24.662769908888,10.2106,4780813960.95,连续三个交易日内，涨幅偏离值累计达到20%的证券,3.18584071,3.48082596,7.49262537,23.42182891
437,002767,先锋电子,2025-01-24,主力做T，成功率11.06%,14.14,-8.833,-56688355.66,58712828.49,115401184.15,174114012.64,1182926803.0,-4.792211615819,14.718916859305,16.2363,1840778018.94,连续三个交易日内，跌幅偏离值累计达到20%的证券,-2.33380481,0.28288543,5.30410184,7.14285714
438,002767,先锋电子,2025-01-22,1家机构卖出，成功率30.65%,17.23,-9.9791,-16693997.31,41204388.69,57898386.0,99102774.69,491316115.0,-3.397811877186,20.170878109707,20.6023,2243041390.83,日跌幅偏离值达到7%的前5只证券,-9.98258851,-17.93383633,-15.84445734,-12.53627394
439,002767,先锋电子,2025-01-17,1家机构买入，成功率45.09%,15.82,10.0139,53478577.0,89744706.0,36266129.0,126010835.0,355924211.0,15.025270927692,35.403839105511,14.6824,2059484318.22,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.98735777,20.98609355,-10.61946903,-5.87863464
440,002779,中坚科技,2025-01-10,3家机构买入，成功率33.91%,78.68,2.9169,147660666.86,502365693.86,354705027.0,857070720.86,3174114537.0,4.652027050025,27.00188385987,12.1904,9318428427.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-5.56685308,0.91509914,2.31316726,25.06354855
441,002789,建艺集团,2025-01-23,3家机构卖出，成功率43.42%,6.64,-9.5368,861884.800000001,27810097.0,26948212.2,54758309.2,240560653.0,0.358281701206,22.762787063103,17.3191,873025779.04,连续三个交易日内，跌幅偏离值累计达到20%的证券,-0.45180723,0.0,11.59638554,10.69277108
442,002793,罗欣药业,2025-01-06,主力做T，成功率17.94%,4.59,10.0719,-47948961.63,63159426.32,111108387.95,174267814.27,879115834.0,-5.454225686259,19.823077634386,10.8753,4984459752.96,连续三个交易日内，涨幅偏离值累计达到20%的证券,-7.18954248,-6.97167756,-20.04357298,-16.33986928
443,002799,环球印务,2025-01-21,1家机构卖出，成功率34.88%,8.9,-1.3304,-16062686.85,51146618.0,67209304.85,118355922.85,475912365.0,-3.375135430659,24.869268284299,16.1712,2848318620.0,日振幅值达到15%的前5只证券,-10.0,-13.48314607,-10.56179775,-5.73033708
444,002808,ST恒久,2025-01-21,主力做T，成功率40.75%,2.63,-5.0542,-5258644.6,8830210.32,14088854.92,22919065.24,48703281.0,-10.797310760234,47.058565191943,3.6582,490189165.19,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-3.42205323,-5.70342205,1.52091255,20.53231939
445,002808,ST恒久,2025-01-14,主力做T，成功率40.97%,3.08,-2.8391,-4877864.24,4635925.0,9513789.24,14149714.24,34543514.0,-14.120926550785,40.962000102248,4.6233,574061836.04,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-2.5974026,-3.8961039,-14.61038961,-13.31168831
446,002808,ST恒久,2025-01-14,主力做T，成功率35.57%,3.08,-2.8391,-4773124.24,4042794.0,8815918.24,12858712.24,26279121.0,-18.163180724348,48.931287465817,4.6233,574061836.04,日跌幅偏离值达到7%的前5只证券,-2.5974026,-3.8961039,-14.61038961,-13.31168831
447,002808,ST恒久,2025-01-09,1家机构买入，成功率34.02%,3.27,5.1447,-714923.88,7470720.12,8185644.0,15656364.12,26186663.0,-2.730106848666,59.787549562921,1.4831,609474741.51,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2.14067278,-3.05810398,-9.48012232,-24.15902141
448,002811,郑中设计,2025-01-10,1家机构买入，成功率26.07%,10.57,9.9896,-27457832.78,53071198.5,80529031.28,133600229.78,320020662.0,-8.580018742665,41.747376230351,8.2182,2630071952.55,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.1769158,-7.85241249,-2.743614,-1.04068117
449,002816,和科达,2025-01-24,2家机构买入，成功率9.83%,13.2,10.0,-17341919.0,38930491.0,56272410.0,95202901.0,277196882.0,-6.256173906025,34.344867198037,16.2327,1320000000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-6.59090909,2.72727273,9.09090909,14.6969697
450,002816,和科达,2025-01-21,3家机构卖出，成功率31.86%,11.61,-10.0,2099876.16,13950329.0,11850452.84,25800781.84,71453688.0,2.938793250252,36.108397707897,5.8983,1161000000.0,日跌幅偏离值达到7%的前5只证券,-6.0292851,3.35917313,16.79586563,20.49956934
451,002822,ST中装,2025-01-22,1家机构买入，成功率41.11%,3.86,4.8913,1304289.72,18016114.48,16711824.76,34727939.24,127910995.0,1.019685383575,27.150081382762,3.777,2081803165.7,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2.59067358,-2.59067358,-2.84974093,-3.88601036
452,002836,新宏泽,2025-01-20,广东资金卖出，成功率10.47%,7.78,-6.0386,-40510976.34,12276817.0,52787793.34,65064610.34,159242522.0,-25.439798259412,40.858816805225,8.4622,1792512000.0,日振幅值达到15%的前5只证券,0.77120823,-0.77120823,0.38560411,4.24164524
453,002837,英维克,2025-01-27,3家机构卖出，成功率23.51%,40.95,-10.0,-121964796.73,372386637.14,494351433.87,866738071.01,1611937785.0,-7.5663464102,53.769945656432,5.9232,26479170981.9,日跌幅偏离值达到7%的前5只证券,-9.25518926,-5.81196581,0.80586081,4.63980464
454,002848,高斯贝尔,2025-01-24,3家机构卖出，成功率39.07%,5.64,-10.0478,560388.0,13840525.0,13280137.0,27120662.0,117928635.0,0.475192475517,22.997520491948,2.7804,921389913.84,连续三个交易日内，跌幅偏离值累计达到20%的证券,-0.17730496,6.91489362,20.21276596,22.5177305
455,002851,麦格米特,2025-01-07,主力做T，成功率29.29%,65.16,9.9932,-34676806.87,472009483.14,506686290.01,978695773.15,3451660383.0,-1.004641332641,28.354347315577,11.8925,29744165580.12,日涨幅偏离值达到7%的前5只证券,7.51995089,8.05709024,6.99815838,8.96255371
456,002857,三晖电气,2025-01-23,1家机构卖出，成功率39.42%,13.09,-9.9725,15273338.68,52144664.8,36871326.12,89015990.92,250180087.0,6.104937792271,35.580765834493,13.5316,1675520000.0,日振幅值达到15%的前5只证券,0.15278839,-0.30557678,4.27807487,6.79908327
457,002861,瀛通通讯,2025-01-27,2家机构卖出，成功率36.67%,16.61,-1.9481,-31233717.39,65299581.49,96533298.88,161832880.37,865233483.0,-3.609859997755,18.703954891908,33.8205,2494296293.5,日换手率达到20%的前5只证券,0.54184226,0.72245635,3.0102348,-14.08789886
458,002861,瀛通通讯,2025-01-24,普通席位买入，成功率44.56%,16.94,10.0,-45845836.58,128384825.13,174230661.71,302615486.84,991295748.0,-4.624839425822,30.527265697502,43.5616,2543851849.0,日振幅值达到15%的前5只证券,-1.94805195,-1.41676505,5.84415584,-11.57024793
459,002861,瀛通通讯,2025-01-24,普通席位买入，成功率44.56%,16.94,10.0,-45845836.58,128384825.13,174230661.71,302615486.84,991295748.0,-4.624839425822,30.527265697502,43.5616,2543851849.0,日换手率达到20%的前5只证券,-1.94805195,-1.41676505,5.84415584,-11.57024793
460,002861,瀛通通讯,2025-01-23,主力做T，成功率41.00%,15.4,-9.9942,25060470.75,191707335.93,166646865.18,358354201.11,1252950520.0,2.000116552887,28.600826240928,48.2167,2312592590.0,日换手率达到20%的前5只证券,10.0,7.85714286,19.48051948,7.01298701
461,002861,瀛通通讯,2025-01-23,主力做T，成功率41.00%,15.4,-9.9942,25060470.75,191707335.93,166646865.18,358354201.11,1252950520.0,2.000116552887,28.600826240928,48.2167,2312592590.0,日振幅值达到15%的前5只证券,10.0,7.85714286,19.48051948,7.01298701
462,002861,瀛通通讯,2025-01-23,主力做T，成功率41.00%,15.4,-9.9942,25060470.75,191707335.93,166646865.18,358354201.11,1252950520.0,2.000116552887,28.600826240928,48.2167,2312592590.0,日跌幅偏离值达到7%的前5只证券,10.0,7.85714286,19.48051948,7.01298701
463,002861,瀛通通讯,2025-01-22,普通席位买入，成功率46.60%,17.11,10.0322,83298278.35,188165616.26,104867337.91,293032954.17,766678905.0,10.864819392677,38.221079549593,19.4473,2569380468.5,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.99415546,-0.99357101,-2.22092344,2.27936879
464,002861,瀛通通讯,2025-01-17,买一主买，成功率45.74%,12.85,10.0171,66311774.3,100702278.39,34390504.09,135092782.48,456161817.0,14.536897177433,29.615100923715,12.7391,1929663297.5,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.03891051,21.01167315,31.82879377,39.53307393
465,002861,瀛通通讯,2025-01-17,普通席位买入，成功率45.74%,12.85,10.0171,40843969.89,70583668.89,29739699.0,100323367.89,241160856.0,16.936401108976,41.600187341349,12.7391,1929663297.5,日振幅值达到15%的前5只证券,10.03891051,21.01167315,31.82879377,39.53307393
466,002861,瀛通通讯,2025-01-02,1家机构卖出，成功率40.52%,12.68,-10.0071,-18418762.83,38833071.17,57251834.0,96084905.17,366625774.0,-5.023859241822,26.207896984897,18.3434,1904134678.0,日跌幅偏离值达到7%的前5只证券,-1.97160883,-11.75078864,-12.46056782,-7.88643533
467,002862,实丰文化,2025-01-21,1家机构买入，成功率24.50%,37.95,10.0,-17346242.0,147347171.0,164693413.0,312040584.0,1109920609.0,-1.562836283906,28.113775117766,32.7419,3422220299.85,日换手率达到20%的前5只证券,-3.71541502,-1.05401845,-6.08695652,-4.08432148
468,002864,盘龙药业,2025-01-07,主力做T，成功率23.67%,29.06,-8.1252,-13136299.87,16712711.12,29849010.99,46561722.11,332550347.0,-3.950168745426,14.001405360133,15.3374,2149991720.44,日跌幅偏离值达到7%的前5只证券,-5.81555403,-5.36820372,-9.669649,-9.63523744
469,002868,绿康生化,2025-01-02,2家机构卖出，成功率25.24%,18.06,-9.5643,-813488.659999996,54505513.34,55319002.0,109824515.34,368447105.0,-0.220788452117,29.807403518614,12.293,2760770615.4,日振幅值达到15%的前5只证券,-10.02214839,-15.0055371,-11.79401993,-13.34440753
470,002871,伟隆股份,2025-01-02,4家机构卖出，成功率9.44%,9.17,-5.3664,-11371201.2,19652879.74,31024080.94,50676960.68,133288600.0,-8.531263138783,38.020476379825,11.3011,1109044155.52,日振幅值达到15%的前5只证券,-4.36205016,-6.21592148,-2.72628135,1.19956379
471,002872,ST天圣,2025-01-13,卖一主卖，成功率40.51%,3.67,-4.9223,-7360365.02,13856972.56,21217337.58,35074310.14,41280706.0,-17.830036676214,84.965383440874,3.6733,788749551.78,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-0.54495913,-2.17983651,-1.90735695,-2.17983651
472,002878,元隆雅图,2025-01-09,4家机构买入，成功率36.27%,17.52,9.9812,12833242.65,194492607.39,181659364.74,376151972.13,1699551077.0,0.755096026455,22.132431159055,18.4876,4093097771.04,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.98858447,-12.55707763,-1.36986301,-7.1347032
473,002881,美格智能,2025-01-27,普通席位买入，成功率42.27%,40.24,10.0055,98936291.2,171781155.6,72844864.4,244626020.0,979652665.0,10.099119283262,24.970688973729,1.9274,7285844500.96,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.99005964,20.99900596,61.05864811,34.76640159
474,002885,京泉华,2025-01-13,西藏自治区资金卖出，成功率13.33%,12.27,-9.978,19077648.2,72258733.4,53181085.2,125439818.6,1049064854.0,1.818538494285,11.957298742943,8.3499,2852615809.02,连续三个交易日内，跌幅偏离值累计达到20%的证券,5.54197229,0.57049715,4.80847596,1.71149144
475,002896,中大力德,2025-01-24,1家机构买入，成功率49.62%,54.21,10.0041,35067529.68,275795375.31,240727845.63,516523220.94,2434012987.0,1.440728947105,21.221054435565,13.3768,8194995359.85,连续三个交易日内，涨幅偏离值累计达到20%的证券,6.10588452,9.38941155,16.25161409,30.99059214
476,002896,中大力德,2025-01-23,1家机构买入，成功率56.70%,49.28,10.0,27649643.07,179916180.79,152266537.72,332182718.51,1406475293.0,1.965881889829,23.618098388451,19.2077,7449720924.8,日涨幅偏离值达到7%的前5只证券,10.00405844,16.72077922,30.13392857,31.00649351
